hospital,drg_code,hospital_size,county,name,price
PeaceHealth Southwest Medical Center,15275,Large,Clark,"Application Of Skin Substitute (Wound Surface Up To 100 Sq Cm) To Face, Scalp, Eyelids, Mouth, Neck, Ears, Eye Region, Genitals, Hands, Feet, And/Or Multiple Fingers Or Toes (First 25 Sq Cm Or Less) ",6130
PeaceHealth Southwest Medical Center,19285,Large,Clark,"Placement Of Breast Localization Device, Ultrasound Guidance, Initial",2573
PeaceHealth Southwest Medical Center,29130,Large,Clark,Finger Splint,374
PeaceHealth Southwest Medical Center,62270,Large,Clark,Spinal Tap For Diagnosis,4494
PeaceHealth Southwest Medical Center,62322,Large,Clark,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum,2334
PeaceHealth Southwest Medical Center,62323,Large,Clark,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum Using Imaging Guidance,3881
PeaceHealth Southwest Medical Center,62368,Large,Clark,Electronic Analysis And Reprogramming Of Spinal Canal Drug Infusion Pump,1173
PeaceHealth Southwest Medical Center,64483,Large,Clark,"Injection(S), Anesthetic Agent And/Or Steroid, Transforaminal Epidural, With Imaging Guidance (Fluoroscopy Or Ct); Lumbar Or Sacral, Single Level",2909
PeaceHealth Southwest Medical Center,64490,Large,Clark,"Injections Of Upper Or Middle Spine Facet Joint Using Imaging Guidance, Single Level",4401
PeaceHealth Southwest Medical Center,64493,Large,Clark,"Injections Of Lower Or Sacral Spine Facet Joint Using Imaging Guidance, Single Level",4401
PeaceHealth Southwest Medical Center,32405,Large,Clark,Biopsy Lung Or Chest Tissue,5041
PeaceHealth Southwest Medical Center,94618,Large,Clark,Test For Exercise-Induced Lung Stress ,438
PeaceHealth Southwest Medical Center,94640,Large,Clark,Respiratory Inhaled Pressure Or Nonpressure Treatment To Relieve Airway Obstruction Or For Sputum Specimen,479
PeaceHealth Southwest Medical Center,94644,Large,Clark,"Respiratory Inhaled Aerosol Treatment To Relieve Airway Obstruction, First Hour ",474
PeaceHealth Southwest Medical Center,94660,Large,Clark,Initiation And Management Of Continued Pressured Respiratory Assistance By Mask Or Breathing Tube ,703
PeaceHealth Southwest Medical Center,94667,Large,Clark,Demonstration And/Or Evaluation Of Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions,266
PeaceHealth Southwest Medical Center,94668,Large,Clark,Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions ,266
PeaceHealth Southwest Medical Center,77300,Large,Clark,Radiation Oncology Calculation Of Radiation Therapy,729
PeaceHealth Southwest Medical Center,77334,Large,Clark,Radiation Oncology Radiation Treatment Devices,1473
PeaceHealth Southwest Medical Center,77470,Large,Clark,Radiation Oncology Special Radiation Treatment Procedure,3307
PeaceHealth Southwest Medical Center,70030,Large,Clark,X-Ray Eye,276
PeaceHealth Southwest Medical Center,70360,Large,Clark,X-Ray Neck,376
PeaceHealth Southwest Medical Center,71045,Large,Clark,"X-Ray Of Chest, 1 View",404
PeaceHealth Southwest Medical Center,71046,Large,Clark,"X-Ray Of Chest, 2 Vies",404
PeaceHealth Southwest Medical Center,71100,Large,Clark,"X-Ray Ribs 1 Side, 2 Views",376
PeaceHealth Southwest Medical Center,71101,Large,Clark,"X-Ray Ribs 1 Side, 3 Or More Views",591
PeaceHealth Southwest Medical Center,72020,Large,Clark,"X-Ray Cervical Spine, 1 View",376
PeaceHealth Southwest Medical Center,72040,Large,Clark,"X-Ray Cervical Spine, 2 To 3 Views",411
PeaceHealth Southwest Medical Center,72072,Large,Clark,"X-Ray Thoracic Spine, 3 Views",591
PeaceHealth Southwest Medical Center,72082,Large,Clark,"X-Ray Entire Spine, 2 To 3 Views",410
PeaceHealth Southwest Medical Center,72100,Large,Clark,"X-Ray Lumbosacral Spine, 2 To 3 Views",591
PeaceHealth Southwest Medical Center,72110,Large,Clark,"X-Ray Lumbosacral Spine, 4 Or More Views",561
PeaceHealth Southwest Medical Center,72170,Large,Clark,"X-Ray Pelvis, 1 To 2 Views",591
PeaceHealth Southwest Medical Center,72220,Large,Clark,"X-Ray Pelvis, 2 Or More Views",345
PeaceHealth Southwest Medical Center,72265,Large,Clark,"X-Ray Myelogram Lumbosacral Spine, Myelography",2502
PeaceHealth Southwest Medical Center,73000,Large,Clark,X-Ray Collar Bone,376
PeaceHealth Southwest Medical Center,73030,Large,Clark,"X-Ray Shoulder, 2 Or More Views",409
PeaceHealth Southwest Medical Center,73060,Large,Clark,"X-Ray Upper Arm, 2 Views",327
PeaceHealth Southwest Medical Center,73070,Large,Clark,"X-Ray Elbow, 2 Views",327
PeaceHealth Southwest Medical Center,73090,Large,Clark,"X-Ray Forearm, 2 Views",376
PeaceHealth Southwest Medical Center,73100,Large,Clark,"X-Ray Wrist, 2 Views",327
PeaceHealth Southwest Medical Center,73110,Large,Clark,"X-Ray Wrist, 3 Or Mor Views",409
PeaceHealth Southwest Medical Center,73130,Large,Clark,"X-Ray Hand, 3 Or More Views",327
PeaceHealth Southwest Medical Center,73140,Large,Clark,"X-Ray Finger, 2 Or More Views",376
PeaceHealth Southwest Medical Center,73502,Large,Clark,"X-Ray Hip And Pelvis, 2 To 3 Views",479
PeaceHealth Southwest Medical Center,73523,Large,Clark,"X-Ray Hips And Pelvis, 5 Plus Views",966
PeaceHealth Southwest Medical Center,73552,Large,Clark,"X-Ray Femur, 2 Or More Views",327
PeaceHealth Southwest Medical Center,73560,Large,Clark,X-Ray Knee 1 Or 2 Views,327
PeaceHealth Southwest Medical Center,73562,Large,Clark,X-Ray Knee 3 Views,335
PeaceHealth Southwest Medical Center,73564,Large,Clark,X-Ray Knee 4 Or More Views,591
PeaceHealth Southwest Medical Center,73565,Large,Clark,X-Ray Knee Bilateral Standing,337
PeaceHealth Southwest Medical Center,73580,Large,Clark,X-Ray Knee With Contrast,1625
PeaceHealth Southwest Medical Center,73590,Large,Clark,"X-Ray Lower Leg, 2 Views",376
PeaceHealth Southwest Medical Center,73600,Large,Clark,"X-Ray Ankle, 2 Views",327
PeaceHealth Southwest Medical Center,73610,Large,Clark,"X-Ray Ankle, 3 Or More Views",376
PeaceHealth Southwest Medical Center,73630,Large,Clark,"X-Ray Foot, 3 Or More Views",335
PeaceHealth Southwest Medical Center,73660,Large,Clark,"X-Ray Toes, 2 Or More Views",376
PeaceHealth Southwest Medical Center,74018,Large,Clark,"X-Ray Of Abdomen, 1 View",466
PeaceHealth Southwest Medical Center,74230,Large,Clark,X-Ray Throat And/Or Esophagus,600
PeaceHealth Southwest Medical Center,75710,Large,Clark,"X-Ray Of Artery, 1 Side",13868
PeaceHealth Southwest Medical Center,77077,Large,Clark,"X-Ray Imaging Of 2 Or More Joints, Single View",436
PeaceHealth Southwest Medical Center,77080,Large,Clark,X-Ray Bone Density Measurement Using Dedicated X-Ray Machine,580
PeaceHealth Southwest Medical Center,90832,Large,Clark,"Psychotherapy, 30 Minutes With Patient And/Or Family Member ",209
PeaceHealth Southwest Medical Center,90834,Large,Clark,"Psychotherapy, 45 Minutes With Patient And/Or Family Member ",274
PeaceHealth Southwest Medical Center,90837,Large,Clark,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",404
PeaceHealth Southwest Medical Center,90846,Large,Clark,Family Psychotherapy With Out Patient,261
PeaceHealth Southwest Medical Center,90847,Large,Clark,Family Psychotherapy Including Patient,271
PeaceHealth Southwest Medical Center,99203,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",304
PeaceHealth Southwest Medical Center,99204,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",455
PeaceHealth Southwest Medical Center,99205,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",601
PeaceHealth Southwest Medical Center,99243,Large,Clark,"Patient Office Consultation, Typically 40 Minutes",323
PeaceHealth Southwest Medical Center,99244,Large,Clark,"Patient Office Consultation, Typically 60 Minutes",482
PeaceHealth Southwest Medical Center,99385,Large,Clark,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,358
PeaceHealth Southwest Medical Center,99386,Large,Clark,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,413
PeaceHealth St.John Medical Center,743,Large,Cowlitz,Uterine & Adnexa Proc For Non-Malignancy W/O Cc/Mcc,35733.82
PeaceHealth St.John Medical Center,470,Large,Cowlitz,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity W/O Mcc,75156.68
PeaceHealth St.John Medical Center,93451,Large,Cowlitz,Insertion Of Catheter For Diagnostic Evaluation Of Right Heart Structures,9594
PeaceHealth St.John Medical Center,93452,Large,Cowlitz,Insertion Of Catheter Into Left Heart For Diagnosis,13492
PeaceHealth St.John Medical Center,93454,Large,Cowlitz,"Insertion Of Catheter For Imaging Of Heart Blood Vessels Or Grafts, Coronary Only",15831
PeaceHealth St.John Medical Center,93458,Large,Cowlitz,Left Heart Cath With Coronary ,15831
PeaceHealth St.John Medical Center,93459,Large,Cowlitz,Left Heart Cath With Coronary & Grafts,16606
PeaceHealth St.John Medical Center,93460,Large,Cowlitz,Right And Left Heart Cath With Coronary,19053
PeaceHealth St.John Medical Center,93797,Large,Cowlitz,Cardiac Rehab Phase 2 With Out Continuous Ecg,312
PeaceHealth St.John Medical Center,93798,Large,Cowlitz,Cardiac Rehab Phase 2 With Continuous Ecg,384
PeaceHealth St.John Medical Center,96401,Large,Cowlitz,Non-Hormonal Anti-Neoplastic Chemotherapy Beneath The Skin Or Into Muscle,386
PeaceHealth St.John Medical Center,96402,Large,Cowlitz,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath The Skin Or Into Muscle,264
PeaceHealth St.John Medical Center,96409,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein Using Push Technique,561
PeaceHealth St.John Medical Center,96413,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein Up To 1 Hour,1371
PeaceHealth St.John Medical Center,96415,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein,370
PeaceHealth St.John Medical Center,96416,Large,Cowlitz,Prolonged Chemotherapy Infusion Into A Vein By Portable Or Implanted Pump More Than 8,1341
PeaceHealth St.John Medical Center,96521,Large,Cowlitz,Refilling And Maintenance Of Portable Pump,1050
PeaceHealth St.John Medical Center,96523,Large,Cowlitz,Irrigation Of Implanted Venous Access Drug Delivery Device,330
PeaceHealth St.John Medical Center,96549,Large,Cowlitz,Chemotherapy Procedure,148
PeaceHealth St.John Medical Center,70450,Large,Cowlitz,Ct Scan Head Or Brain Without Contrast,1548
PeaceHealth St.John Medical Center,70470,Large,Cowlitz,Ct Scan Head Or Brain Before And After Contrast,3834
PeaceHealth St.John Medical Center,70480,Large,Cowlitz,Ct Scan Of Cranial Cavity Without Contrast,1859
PeaceHealth St.John Medical Center,70486,Large,Cowlitz,Ct Scan Of Face Without Contrast,1859
PeaceHealth St.John Medical Center,70490,Large,Cowlitz,Ct Scan Of Neck Without Contrast,1859
PeaceHealth St.John Medical Center,70491,Large,Cowlitz,Ct Scan Of Neck With Contrast,3334
PeaceHealth St.John Medical Center,70496,Large,Cowlitz,Ct Scan Of Blood Vessels Of Head,2834
PeaceHealth St.John Medical Center,71250,Large,Cowlitz,Ct Scan Chest Without Contrast,1859
PeaceHealth St.John Medical Center,71260,Large,Cowlitz,Ct Scan Chest With Contrast,3334
PeaceHealth St.John Medical Center,71275,Large,Cowlitz,Ct Scan Of Blood Vessels In Chest,3334
PeaceHealth St.John Medical Center,72125,Large,Cowlitz,Ct Scan Of Cervical Spine Without Contrast,1859
PeaceHealth St.John Medical Center,72128,Large,Cowlitz,Ct Scan Thoracic Spine Without Contrast,2015
PeaceHealth St.John Medical Center,72131,Large,Cowlitz,Ct Scan Of Lumbar Spine Without Contrast,1859
PeaceHealth St.John Medical Center,72132,Large,Cowlitz,Ct Scan Of Lumbar Spine With Contrast,6376
PeaceHealth St.John Medical Center,72192,Large,Cowlitz,Ct Scan Of Pelvis Without Contrast,1859
PeaceHealth St.John Medical Center,72193,Large,Cowlitz,Ct Scan Pelvis With Contrast,2692
PeaceHealth St.John Medical Center,73200,Large,Cowlitz,Ct Scan Of Arm Without Contrast,1859
PeaceHealth St.John Medical Center,73700,Large,Cowlitz,Ct Scan Leg Without Contrast,1859
PeaceHealth St.John Medical Center,73701,Large,Cowlitz,Ct Scan Leg With Contrast Injection,3334
PeaceHealth St.John Medical Center,74150,Large,Cowlitz,Ct Scan Abdomen Without Contrast,2138
PeaceHealth St.John Medical Center,74160,Large,Cowlitz,Ct Scan Abdomen With Contrast,3334
PeaceHealth St.John Medical Center,74170,Large,Cowlitz,Ct Scan Abdomen Before And After Contrast,3334
PeaceHealth St.John Medical Center,74174,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis Blood Vessels,6376
PeaceHealth St.John Medical Center,74176,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis Without Contrast,3810
PeaceHealth St.John Medical Center,74177,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis With Contrast,6057
PeaceHealth St.John Medical Center,74178,Large,Cowlitz,Ct Scan Abdomen And Pelvis Before And After Contrast,7333
PeaceHealth St.John Medical Center,74261,Large,Cowlitz,Ct Scan Diagnostic Ct Scan Of Large Bowel,712
PeaceHealth St.John Medical Center,75571,Large,Cowlitz,Ct Scan Of Heart With Evaluation Of Blood Vessel Calcium,218
PeaceHealth St.John Medical Center,75572,Large,Cowlitz,Ct Scan Of Heart Structure With Contrast,3509
PeaceHealth St.John Medical Center,75574,Large,Cowlitz,Ct Scan Of Heart Blood Vessels And Grafts With Contrast Dye,3509
PeaceHealth St.John Medical Center,75635,Large,Cowlitz,Ct Scan Of Abdominal Aorta And Both Leg Arteries With Contrast,3834
PeaceHealth St.John Medical Center,76536,Large,Cowlitz,Ultrasound Of Head And Neck,809
PeaceHealth St.John Medical Center,76641,Large,Cowlitz,"Ultrasound Of Breast, Complete",809
PeaceHealth St.John Medical Center,76642,Large,Cowlitz,"Ultrasound Of Breast, Limited Area",448
PeaceHealth St.John Medical Center,76700,Large,Cowlitz,"Ultrasound Abdomen, Complete",769
PeaceHealth St.John Medical Center,76705,Large,Cowlitz,"Ultrasound Abdomen, Limited Area",809
PeaceHealth St.John Medical Center,76770,Large,Cowlitz,Ultrasound Behind Abdominal Cavity,809
PeaceHealth St.John Medical Center,76801,Large,Cowlitz,Ultrasound Of Pregnant Uterus,809
PeaceHealth St.John Medical Center,76805,Large,Cowlitz,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",832
PeaceHealth St.John Medical Center,76811,Large,Cowlitz,"Ultrasound Pregnant Uterus, Detailed, Single Or First Fetus",1745
PeaceHealth St.John Medical Center,76813,Large,Cowlitz,Ultrasound Of Pregnant Uterus (First Trimester) Single Or First Fetus,852
PeaceHealth St.John Medical Center,76816,Large,Cowlitz,"Ultrasound Pregnant Uterus, Re-Evaluation Per Fetus",809
PeaceHealth St.John Medical Center,76818,Large,Cowlitz,Ultrasound And Monitoring Of Heart Of Fetus,647
PeaceHealth St.John Medical Center,76830,Large,Cowlitz,"Ultrasound Pelvis, Vaginal Approach",769
PeaceHealth St.John Medical Center,76856,Large,Cowlitz,"Ultrasound Pelvis, Complete, Non Pregnant",809
PeaceHealth St.John Medical Center,76882,Large,Cowlitz,"Ultrasound Of Leg Or Arm, Limited Area",809
PeaceHealth St.John Medical Center,93880,Large,Cowlitz,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1299
PeaceHealth St.John Medical Center,93925,Large,Cowlitz,Ultrasound Study Of Arteries And Arterial Grafts Of Both Legs,1299
PeaceHealth St.John Medical Center,93926,Large,Cowlitz,Ultrasound Study Of Arteries And Arterial Grafts Of One Leg Or Limited,879
PeaceHealth St.John Medical Center,93970,Large,Cowlitz,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1400
PeaceHealth St.John Medical Center,93971,Large,Cowlitz,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,1276
PeaceHealth St.John Medical Center,93975,Large,Cowlitz,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1416
PeaceHealth St.John Medical Center,93976,Large,Cowlitz,"Ultrasound Limited Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous",793
PeaceHealth St.John Medical Center,93978,Large,Cowlitz,Ultrasound Scan Of Vena Cava Or Groin Graft Or Vessel Blood Flow,1254
PeaceHealth St.John Medical Center,90935,Large,Cowlitz,Hemodialysis Procedure With One Physician Evaluation,2676
PeaceHealth St.John Medical Center,92960,Large,Cowlitz,Electric Cardioversion External,2966
PeaceHealth St.John Medical Center,93005,Large,Cowlitz,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",315
PeaceHealth St.John Medical Center,93017,Large,Cowlitz,Cardiovascular Stress Test Monitoring With Intrepretation And Report,1421
PeaceHealth St.John Medical Center,93225,Large,Cowlitz,Heart Rhythm Tracing Of 48-Hour Ekg,600
PeaceHealth St.John Medical Center,93226,Large,Cowlitz,"Heart Rhythm Analysis, Interpretation And Report Of 48-Hour Ekg",855
PeaceHealth St.John Medical Center,93270,Large,Cowlitz,Heart Rhythm Symptom-Related Tracing Of 24-Hour Ekg Monitoring Up To 30 Days,376
PeaceHealth St.John Medical Center,93280,Large,Cowlitz,"Evaluation, Testing, And Programming Adjustment Of Permanent Dual Lead Pacemaker System With Physician Analysis, Review, And Report",261
PeaceHealth St.John Medical Center,93282,Large,Cowlitz,"Programming Defibrillator, Single Chamber",209
PeaceHealth St.John Medical Center,93283,Large,Cowlitz,"Programming Defibrillator, Dual Chamber",209
PeaceHealth St.John Medical Center,93296,Large,Cowlitz,"Remote Evaluations Of Defibrillator Transmissions, Technician Review, Support And Distribution Of Results Up To 90 Days",209
PeaceHealth St.John Medical Center,93306,Large,Cowlitz,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2912
PeaceHealth St.John Medical Center,93308,Large,Cowlitz,Follow-Up Or Limited Ultrasound Examination Of Heart,1299
PeaceHealth St.John Medical Center,33208,Large,Cowlitz,Insertion Of Permanent Pacemaker,55650
PeaceHealth St.John Medical Center,33228,Large,Cowlitz,Removal/Replacement Of Lead Pacemaker,34578
PeaceHealth St.John Medical Center,33249,Large,Cowlitz,Insertion Or Replacement Pacing Device,172687
PeaceHealth St.John Medical Center,33263,Large,Cowlitz,"Removal And Replacement Of Defibrillator Pulse Generator, Dual Lead",69289
PeaceHealth St.John Medical Center,33264,Large,Cowlitz,"Removal And Replacement Of Defibrillator Pulse Generator, Multi Lead",96568
PeaceHealth St.John Medical Center,93660,Large,Cowlitz,Evaluation Of Heart Function Using Tilt Table,2853
PeaceHealth St.John Medical Center,90471,Large,Cowlitz,"Administration Of Vaccine , Initial",337
PeaceHealth St.John Medical Center,96360,Large,Cowlitz,Hydration Infusion Into A Vein 31 Minutes To 1 Hour,726
PeaceHealth St.John Medical Center,96365,Large,Cowlitz,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",726
PeaceHealth St.John Medical Center,96366,Large,Cowlitz,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis",203
PeaceHealth St.John Medical Center,96372,Large,Cowlitz,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",221
PeaceHealth St.John Medical Center,96374,Large,Cowlitz,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",561
PeaceHealth St.John Medical Center,96377,Large,Cowlitz,Application Of On-Body Injector For Injection Under Skin,133
PeaceHealth St.John Medical Center,70544,Large,Cowlitz,Mri Scan Of Head Blood Vessels Without Contrast,3449
PeaceHealth St.John Medical Center,70551,Large,Cowlitz,Mri Scan Brain Withoug Contrast,3449
PeaceHealth St.John Medical Center,70553,Large,Cowlitz,Mri Scan Brain Without And Then With Contrasst,6308
PeaceHealth St.John Medical Center,72141,Large,Cowlitz,Mri Scan Cervical Spine Without Contrast,3449
PeaceHealth St.John Medical Center,72146,Large,Cowlitz,Mri Scan Thoracic Spine Without Contrast,3449
PeaceHealth St.John Medical Center,72148,Large,Cowlitz,Mri Scan Lumbar Spine Without Contrast,3277
PeaceHealth St.John Medical Center,72156,Large,Cowlitz,Mri Scan Of Cervical Spine Before And After Contrast,6640
PeaceHealth St.John Medical Center,72158,Large,Cowlitz,Mri Scan Of Lumbar Spine Before And After Contrast,6640
PeaceHealth St.John Medical Center,72195,Large,Cowlitz,Mri Scan Of Pelvis Without Contrast,3449
PeaceHealth St.John Medical Center,72197,Large,Cowlitz,Mri Scan Of Pelvis Before And After Contrast,6640
PeaceHealth St.John Medical Center,73221,Large,Cowlitz,Mri Scan Arm Joint Without Contrast,3449
PeaceHealth St.John Medical Center,73718,Large,Cowlitz,Mri Scan Of Leg Without Contrast,3449
PeaceHealth St.John Medical Center,73721,Large,Cowlitz,Mri Scan Of Leg Joint Without Contrast,3277
PeaceHealth St.John Medical Center,74183,Large,Cowlitz,Mri Scan Of Abdomen Before And After Contrast,6640
PeaceHealth St.John Medical Center,77065,Large,Cowlitz,Diagnostic Mammography Of One Breasts With Computer Aided Detection,626
PeaceHealth St.John Medical Center,77066,Large,Cowlitz,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,802
PeaceHealth St.John Medical Center,77067,Large,Cowlitz,Screening Mammography Of Both Breasts With Computer Aided Detection,662
PeaceHealth St.John Medical Center,59025,Large,Cowlitz,Fetal Non-Stress Test,1725
PeaceHealth St.John Medical Center,58661,Large,Cowlitz,Removal Of Ovaries And/Or Tubes Using An Endoscope,1690
PeaceHealth St.John Medical Center,59820,Large,Cowlitz,Treatment Of First Trimester Missed Abortion,7504
PeaceHealth St.John Medical Center,93922,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Arms And Legs,487
PeaceHealth St.John Medical Center,93923,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Arms And Legs,958
PeaceHealth St.John Medical Center,93924,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Legs At Rest And Exercise,1239
PeaceHealth St.John Medical Center,78227,Large,Cowlitz,"Nuclear Imaging Of Liver And Bile Duct System, With Pharmaceutical",2566
PeaceHealth St.John Medical Center,78264,Large,Cowlitz,Nuclear Imaging Stomach Emptying Study,1991
PeaceHealth St.John Medical Center,78306,Large,Cowlitz,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,1626
PeaceHealth St.John Medical Center,78315,Large,Cowlitz,"Nuclear Imaging Bone And/Or Joint Imaging, 3 Phase Study",1991
PeaceHealth St.John Medical Center,78452,Large,Cowlitz,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,6925
PeaceHealth St.John Medical Center,78608,Large,Cowlitz,Nuclear Imaging Pet Study Brain With Metabolic Evaluation,8171
PeaceHealth St.John Medical Center,78803,Large,Cowlitz,Nuclear Imaging Study Of Radioactive Material Distribution,4909
PeaceHealth St.John Medical Center,36415,Large,Cowlitz,Lab Blood Draw,35
PeaceHealth St.John Medical Center,36430,Large,Cowlitz,Lab Blood Transfusion,3437
PeaceHealth St.John Medical Center,80048,Large,Cowlitz,"Lab Blood Test, Total Calcium",109
PeaceHealth St.John Medical Center,80053,Large,Cowlitz,"Lab Blood Test, Comprehensive Metabolic Panel",46
PeaceHealth St.John Medical Center,80061,Large,Cowlitz,Lab Blood Test Lipid,43
PeaceHealth St.John Medical Center,80069,Large,Cowlitz,Lab Blood Test Kidney Function,31
PeaceHealth St.John Medical Center,80076,Large,Cowlitz,Lab Blood Test Liver Function,36
PeaceHealth St.John Medical Center,81001,Large,Cowlitz,Lab Automated Urinalysis Test With Examination Using Microscope,54
PeaceHealth St.John Medical Center,81002,Large,Cowlitz,"Lab Urinalysis, Manual Test",25
PeaceHealth St.John Medical Center,81003,Large,Cowlitz,Lab Automated Urinalysis Test Without Microspcope,53
PeaceHealth St.John Medical Center,81025,Large,Cowlitz,Lab Urine Pregnancy Test,49
PeaceHealth St.John Medical Center,83036,Large,Cowlitz,Lab Hemoglobin A1C Level,69
PeaceHealth St.John Medical Center,83690,Large,Cowlitz,Lab Lipase (Fat Enzyme) Level,130
PeaceHealth St.John Medical Center,84153,Large,Cowlitz,"Lab Prostate Specific Antigen Measurement, Total",114
PeaceHealth St.John Medical Center,84154,Large,Cowlitz,"Lab Prostate Specific Antigen Measurement, Free",260
PeaceHealth St.John Medical Center,84443,Large,Cowlitz,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",56
PeaceHealth St.John Medical Center,85025,Large,Cowlitz,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test With Wbc Diff",99
PeaceHealth St.John Medical Center,85027,Large,Cowlitz,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test",80
PeaceHealth St.John Medical Center,85610,Large,Cowlitz,Lab Prothrombin Time,85
PeaceHealth St.John Medical Center,85730,Large,Cowlitz,"Lab Thromboplastin Time, Partial (Ptt), Plasma Or Whole Bld",31
PeaceHealth St.John Medical Center,86870,Large,Cowlitz,Lab Identification Of Red Blood Cell Antibodies,821
PeaceHealth St.John Medical Center,86900,Large,Cowlitz,Lab Blood Group Typing (Abo),335
PeaceHealth St.John Medical Center,86902,Large,Cowlitz,"Lab Screening Test For Compatible Blood Unit, Antigen Test Donor Blood",864
PeaceHealth St.John Medical Center,86923,Large,Cowlitz,Lab Blood Unit Compatibility Test Electric,815
PeaceHealth St.John Medical Center,87641,Large,Cowlitz,"Lab Detection Test For Staphylococcus Aureus, Methicillin Resistant (Mrsa Bacteria)",145
PeaceHealth St.John Medical Center,88307,Large,Cowlitz,"Lab Pathology Examination Of Tissue Using A Microscope, Moderately High Complexity",1545
PeaceHealth St.John Medical Center,99195,Large,Cowlitz,Lab Therapeutic Drawing of blood for a medical problem,600
PeaceHealth St.John Medical Center,78815,Large,Cowlitz,"Nuclear Imaging Pet Study With Ct Imaging, Skull Base To Mid-Thigh",8171
PeaceHealth St.John Medical Center,78816,Large,Cowlitz,"Nuclear Imaging Pet Study With Ct Imaging, Whole Body",8171
PeaceHealth St.John Medical Center,92611,Large,Cowlitz,Fluoroscopic And Video Recorded Motion Evaluation Of Swallowing Function,610
PeaceHealth St.John Medical Center,97110,Large,Cowlitz,"Therapeutic Exercise To Develop Strength, Endurance, Range Of Motion, And Flexibility,",110
PeaceHealth St.John Medical Center,33285,Large,Cowlitz,Insertion Of Heart Rhythm Monitor Under Skin,25914
PeaceHealth St.John Medical Center,36556,Large,Cowlitz,Insertion Of Non-Tunneled Central Venous Catheter >5 Yrs,7346
PeaceHealth St.John Medical Center,36558,Large,Cowlitz,Insertion Tunneled Central Venous Catheter Without Port Or Pump,12010
PeaceHealth St.John Medical Center,36561,Large,Cowlitz,Insertion Tunneled Central Venous Catheter With Port Or Pump,9764
PeaceHealth St.John Medical Center,36590,Large,Cowlitz,Removal Tunneled Central Venous Catheter With Port Or Pump,5293
PeaceHealth St.John Medical Center,36901,Large,Cowlitz,"Insertion Of Needle And/Or Catheter Into Dialysis Circuit, With Imaging Including Radiological Supervision And Interpretation",5296
PeaceHealth St.John Medical Center,36902,Large,Cowlitz,Insertion Catheter Into Dialysis Circuit,18646
PeaceHealth St.John Medical Center,37236,Large,Cowlitz,"Insertion Of Intravascular Stents In Artery (Except Lower Extremity, Cervical Carotid, Extracranial Vertebral Or Intrathoracic Carotid, Intracranial, Or Coronary), Open Or Accessed Through The Skin, With Radiological Supervision And Interpretation ",30457
