hospital,county,hospital_size,drg_code,name,price
Fairfax Behaviroal Heath Everett,Snohomish,,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,5486.0
Fairfax Behaviroal Heath Everett,Snohomish,,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,3986.0
Fairfax Behaviroal Heath Everett,Snohomish,,441,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W MCC",11983.0
Fairfax Behaviroal Heath Everett,Snohomish,,442,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W CC",6044.0
Fairfax Behaviroal Heath Everett,Snohomish,,443,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W/O CC/MCC",4405.0
Fairfax Behaviroal Heath Everett,Snohomish,,444,DISORDERS OF THE BILIARY TRACT W MCC,10529.0
Fairfax Behaviroal Heath Everett,Snohomish,,445,DISORDERS OF THE BILIARY TRACT W CC,6958.0
Fairfax Behaviroal Heath Everett,Snohomish,,446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,5262.0
Fairfax Behaviroal Heath Everett,Snohomish,,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,60913.0
Fairfax Behaviroal Heath Everett,Snohomish,,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,39661.0
Fairfax Behaviroal Heath Everett,Snohomish,,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,31168.0
Fairfax Behaviroal Heath Everett,Snohomish,,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,58803.0
Fairfax Behaviroal Heath Everett,Snohomish,,457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,42176.0
Fairfax Behaviroal Heath Everett,Snohomish,,458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,30394.0
Fairfax Behaviroal Heath Everett,Snohomish,,459,SPINAL FUSION EXCEPT CERVICAL W MCC,44369.0
Fairfax Behaviroal Heath Everett,Snohomish,,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,25645.0
Fairfax Behaviroal Heath Everett,Snohomish,,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,20309.0
Fairfax Behaviroal Heath Everett,Snohomish,,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",33852.0
Fairfax Behaviroal Heath Everett,Snohomish,,464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",19120.0
Fairfax Behaviroal Heath Everett,Snohomish,,465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",12401.0
Fairfax Behaviroal Heath Everett,Snohomish,,466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,33018.0
Fairfax Behaviroal Heath Everett,Snohomish,,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,22742.0
Fairfax Behaviroal Heath Everett,Snohomish,,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,18209.0
Fairfax Behaviroal Heath Everett,Snohomish,,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,20332.0
Fairfax Behaviroal Heath Everett,Snohomish,,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12746.0
Fairfax Behaviroal Heath Everett,Snohomish,,471,CERVICAL SPINAL FUSION W MCC,32340.0
Fairfax Behaviroal Heath Everett,Snohomish,,472,CERVICAL SPINAL FUSION W CC,19695.0
Fairfax Behaviroal Heath Everett,Snohomish,,473,CERVICAL SPINAL FUSION W/O CC/MCC,16269.0
Fairfax Behaviroal Heath Everett,Snohomish,,474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,25091.0
Fairfax Behaviroal Heath Everett,Snohomish,,475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,13605.0
Fairfax Behaviroal Heath Everett,Snohomish,,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,21079.0
Fairfax Behaviroal Heath Everett,Snohomish,,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,15004.0
Fairfax Behaviroal Heath Everett,Snohomish,,479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,11540.0
Fairfax Behaviroal Heath Everett,Snohomish,,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19546.0
Fairfax Behaviroal Heath Everett,Snohomish,,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,13519.0
Fairfax Behaviroal Heath Everett,Snohomish,,482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,10654.0
Fairfax Behaviroal Heath Everett,Snohomish,,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,15490.0
Fairfax Behaviroal Heath Everett,Snohomish,,485,KNEE PROCEDURES W PDX OF INFECTION W MCC,21233.0
Fairfax Behaviroal Heath Everett,Snohomish,,486,KNEE PROCEDURES W PDX OF INFECTION W CC,13926.0
Fairfax Behaviroal Heath Everett,Snohomish,,487,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,10407.0
Fairfax Behaviroal Heath Everett,Snohomish,,488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,12751.0
Fairfax Behaviroal Heath Everett,Snohomish,,489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,8152.0
Fairfax Behaviroal Heath Everett,Snohomish,,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W MCC",22309.0
Fairfax Behaviroal Heath Everett,Snohomish,,493,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W CC",14906.0
Fairfax Behaviroal Heath Everett,Snohomish,,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W/O CC/MCC",11729.0
Fairfax Behaviroal Heath Everett,Snohomish,,495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,22227.0
Fairfax Behaviroal Heath Everett,Snohomish,,496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,13213.0
Fairfax Behaviroal Heath Everett,Snohomish,,497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,9514.0
Fairfax Behaviroal Heath Everett,Snohomish,,498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,15852.0
Fairfax Behaviroal Heath Everett,Snohomish,,499,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,7452.0
Fairfax Behaviroal Heath Everett,Snohomish,,500,SOFT TISSUE PROCEDURES W MCC,19524.0
Fairfax Behaviroal Heath Everett,Snohomish,,501,SOFT TISSUE PROCEDURES W CC,10866.0
Fairfax Behaviroal Heath Everett,Snohomish,,502,SOFT TISSUE PROCEDURES W/O CC/MCC,8552.0
Fairfax Behaviroal Heath Everett,Snohomish,,503,FOOT PROCEDURES W MCC,17591.0
Fairfax Behaviroal Heath Everett,Snohomish,,504,FOOT PROCEDURES W CC,11244.0
Fairfax Behaviroal Heath Everett,Snohomish,,505,FOOT PROCEDURES W/O CC/MCC,10888.0
Fairfax Behaviroal Heath Everett,Snohomish,,508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,10091.0
Fairfax Behaviroal Heath Everett,Snohomish,,510,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W MCC",18053.0
Fairfax Behaviroal Heath Everett,Snohomish,,511,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W CC",12201.0
Fairfax Behaviroal Heath Everett,Snohomish,,512,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W/O CC/MCC",9802.0
Fairfax Behaviroal Heath Everett,Snohomish,,513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",10212.0
Fairfax Behaviroal Heath Everett,Snohomish,,514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",6908.0
Fairfax Behaviroal Heath Everett,Snohomish,,515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,20423.0
Fairfax Behaviroal Heath Everett,Snohomish,,516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,12556.0
Fairfax Behaviroal Heath Everett,Snohomish,,517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,9164.0
Fairfax Behaviroal Heath Everett,Snohomish,,518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,22072.0
Fairfax Behaviroal Heath Everett,Snohomish,,519,BACK & NECK PROC EXC SPINAL FUSION W CC,12359.0
Fairfax Behaviroal Heath Everett,Snohomish,,520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8664.0
Fairfax Behaviroal Heath Everett,Snohomish,,533,FRACTURES OF FEMUR W MCC,9450.0
Fairfax Behaviroal Heath Everett,Snohomish,,534,FRACTURES OF FEMUR W/O MCC,5036.0
Fairfax Behaviroal Heath Everett,Snohomish,,535,FRACTURES OF HIP & PELVIS W MCC,7946.0
Fairfax Behaviroal Heath Everett,Snohomish,,536,FRACTURES OF HIP & PELVIS W/O MCC,4912.0
Fairfax Behaviroal Heath Everett,Snohomish,,537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",5898.0
Fairfax Behaviroal Heath Everett,Snohomish,,538,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",4669.0
Fairfax Behaviroal Heath Everett,Snohomish,,539,OSTEOMYELITIS W MCC,12207.0
Fairfax Behaviroal Heath Everett,Snohomish,,540,OSTEOMYELITIS W CC,8418.0
Fairfax Behaviroal Heath Everett,Snohomish,,541,OSTEOMYELITIS W/O CC/MCC,5871.0
Fairfax Behaviroal Heath Everett,Snohomish,,542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,11816.0
Fairfax Behaviroal Heath Everett,Snohomish,,543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,6840.0
Fairfax Behaviroal Heath Everett,Snohomish,,544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,4911.0
Fairfax Behaviroal Heath Everett,Snohomish,,545,CONNECTIVE TISSUE DISORDERS W MCC,16370.0
Fairfax Behaviroal Heath Everett,Snohomish,,546,CONNECTIVE TISSUE DISORDERS W CC,7792.0
Fairfax Behaviroal Heath Everett,Snohomish,,547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,5246.0
Fairfax Behaviroal Heath Everett,Snohomish,,548,SEPTIC ARTHRITIS W MCC,12842.0
Fairfax Behaviroal Heath Everett,Snohomish,,549,SEPTIC ARTHRITIS W CC,7726.0
Fairfax Behaviroal Heath Everett,Snohomish,,550,SEPTIC ARTHRITIS W/O CC/MCC,5595.0
Fairfax Behaviroal Heath Everett,Snohomish,,551,MEDICAL BACK PROBLEMS W MCC,10292.0
Fairfax Behaviroal Heath Everett,Snohomish,,552,MEDICAL BACK PROBLEMS W/O MCC,5905.0
Fairfax Behaviroal Heath Everett,Snohomish,,553,BONE DISEASES & ARTHROPATHIES W MCC,8324.0
Fairfax Behaviroal Heath Everett,Snohomish,,554,BONE DISEASES & ARTHROPATHIES W/O MCC,5097.0
Fairfax Behaviroal Heath Everett,Snohomish,,555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,8517.0
Fairfax Behaviroal Heath Everett,Snohomish,,556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,5127.0
Fairfax Behaviroal Heath Everett,Snohomish,,557,"TENDONITIS, MYOSITIS & BURSITIS W MCC",9442.0
Fairfax Behaviroal Heath Everett,Snohomish,,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",5578.0
Fairfax Behaviroal Heath Everett,Snohomish,,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",11667.0
Fairfax Behaviroal Heath Everett,Snohomish,,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",6757.0
Fairfax Behaviroal Heath Everett,Snohomish,,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",4840.0
Fairfax Behaviroal Heath Everett,Snohomish,,562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",8723.0
Fairfax Behaviroal Heath Everett,Snohomish,,563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5530.0
Fairfax Behaviroal Heath Everett,Snohomish,,564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,9791.0
Fairfax Behaviroal Heath Everett,Snohomish,,565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,6349.0
Fairfax Behaviroal Heath Everett,Snohomish,,566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,4906.0
Fairfax Behaviroal Heath Everett,Snohomish,,570,SKIN DEBRIDEMENT W MCC,18605.0
Fairfax Behaviroal Heath Everett,Snohomish,,571,SKIN DEBRIDEMENT W CC,10829.0
Fairfax Behaviroal Heath Everett,Snohomish,,572,SKIN DEBRIDEMENT W/O CC/MCC,7263.0
Fairfax Behaviroal Heath Everett,Snohomish,,573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,34418.0
Fairfax Behaviroal Heath Everett,Snohomish,,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,20215.0
Fairfax Behaviroal Heath Everett,Snohomish,,575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,11377.0
Fairfax Behaviroal Heath Everett,Snohomish,,576,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,31400.0
Fairfax Behaviroal Heath Everett,Snohomish,,577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,15642.0
Fairfax Behaviroal Heath Everett,Snohomish,,578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,10538.0
Fairfax Behaviroal Heath Everett,Snohomish,,579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",19336.0
Fairfax Behaviroal Heath Everett,Snohomish,,580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",10417.0
Fairfax Behaviroal Heath Everett,Snohomish,,581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",8125.0
Fairfax Behaviroal Heath Everett,Snohomish,,582,MASTECTOMY FOR MALIGNANCY W CC/MCC,10223.0
Fairfax Behaviroal Heath Everett,Snohomish,,583,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,9463.0
Fairfax Behaviroal Heath Everett,Snohomish,,584,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",11839.0
Fairfax Behaviroal Heath Everett,Snohomish,,585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",10991.0
Fairfax Behaviroal Heath Everett,Snohomish,,592,SKIN ULCERS W MCC,11554.0
Fairfax Behaviroal Heath Everett,Snohomish,,593,SKIN ULCERS W CC,7432.0
Fairfax Behaviroal Heath Everett,Snohomish,,595,MAJOR SKIN DISORDERS W MCC,13162.0
Fairfax Behaviroal Heath Everett,Snohomish,,596,MAJOR SKIN DISORDERS W/O MCC,6308.0
Fairfax Behaviroal Heath Everett,Snohomish,,597,MALIGNANT BREAST DISORDERS W MCC,10962.0
Fairfax Behaviroal Heath Everett,Snohomish,,598,MALIGNANT BREAST DISORDERS W CC,7049.0
Fairfax Behaviroal Heath Everett,Snohomish,,600,NON-MALIGNANT BREAST DISORDERS W CC/MCC,6211.0
Fairfax Behaviroal Heath Everett,Snohomish,,601,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,4007.0
Fairfax Behaviroal Heath Everett,Snohomish,,602,CELLULITIS W MCC,9258.0
Fairfax Behaviroal Heath Everett,Snohomish,,603,CELLULITIS W/O MCC,5462.0
Fairfax Behaviroal Heath Everett,Snohomish,,604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",9483.0
Fairfax Behaviroal Heath Everett,Snohomish,,605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",5670.0
Fairfax Behaviroal Heath Everett,Snohomish,,606,MINOR SKIN DISORDERS W MCC,9684.0
Fairfax Behaviroal Heath Everett,Snohomish,,607,MINOR SKIN DISORDERS W/O MCC,5349.0
Fairfax Behaviroal Heath Everett,Snohomish,,614,ADRENAL & PITUITARY PROCEDURES W CC/MCC,15756.0
Fairfax Behaviroal Heath Everett,Snohomish,,615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,9610.0
Fairfax Behaviroal Heath Everett,Snohomish,,616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W MCC",25906.0
Fairfax Behaviroal Heath Everett,Snohomish,,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W CC",13283.0
Fairfax Behaviroal Heath Everett,Snohomish,,618,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W/O CC/MCC",8123.0
Fairfax Behaviroal Heath Everett,Snohomish,,620,O.R. PROCEDURES FOR OBESITY W CC,11621.0
Fairfax Behaviroal Heath Everett,Snohomish,,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,10179.0
Fairfax Behaviroal Heath Everett,Snohomish,,622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",24447.0
Fairfax Behaviroal Heath Everett,Snohomish,,623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",12644.0
Fairfax Behaviroal Heath Everett,Snohomish,,624,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",7136.0
Fairfax Behaviroal Heath Everett,Snohomish,,625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",18941.0
Fairfax Behaviroal Heath Everett,Snohomish,,626,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",10897.0
Fairfax Behaviroal Heath Everett,Snohomish,,627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",7393.0
Fairfax Behaviroal Heath Everett,Snohomish,,628,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",23889.0
Fairfax Behaviroal Heath Everett,Snohomish,,629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",15041.0
Fairfax Behaviroal Heath Everett,Snohomish,,630,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",9381.0
Fairfax Behaviroal Heath Everett,Snohomish,,637,DIABETES W MCC,8973.0
Fairfax Behaviroal Heath Everett,Snohomish,,638,DIABETES W CC,5725.0
Fairfax Behaviroal Heath Everett,Snohomish,,639,DIABETES W/O CC/MCC,3971.0
Fairfax Behaviroal Heath Everett,Snohomish,,640,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W MCC",7862.0
Fairfax Behaviroal Heath Everett,Snohomish,,641,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",4899.0
Fairfax Behaviroal Heath Everett,Snohomish,,642,INBORN AND OTHER DISORDERS OF METABOLISM,7873.0
Fairfax Behaviroal Heath Everett,Snohomish,,643,ENDOCRINE DISORDERS W MCC,10526.0
Fairfax Behaviroal Heath Everett,Snohomish,,644,ENDOCRINE DISORDERS W CC,6657.0
Fairfax Behaviroal Heath Everett,Snohomish,,645,ENDOCRINE DISORDERS W/O CC/MCC,4955.0
Fairfax Behaviroal Heath Everett,Snohomish,,652,KIDNEY TRANSPLANT,21918.0
Fairfax Behaviroal Heath Everett,Snohomish,,653,MAJOR BLADDER PROCEDURES W MCC,35850.0
Fairfax Behaviroal Heath Everett,Snohomish,,654,MAJOR BLADDER PROCEDURES W CC,18210.0
Fairfax Behaviroal Heath Everett,Snohomish,,656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,21113.0
Fairfax Behaviroal Heath Everett,Snohomish,,657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,12525.0
Fairfax Behaviroal Heath Everett,Snohomish,,658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,10166.0
Fairfax Behaviroal Heath Everett,Snohomish,,659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,17353.0
Fairfax Behaviroal Heath Everett,Snohomish,,660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,9199.0
Fairfax Behaviroal Heath Everett,Snohomish,,661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,7059.0
Fairfax Behaviroal Heath Everett,Snohomish,,662,MINOR BLADDER PROCEDURES W MCC,20492.0
Fairfax Behaviroal Heath Everett,Snohomish,,665,PROSTATECTOMY W MCC,19222.0
Fairfax Behaviroal Heath Everett,Snohomish,,666,PROSTATECTOMY W CC,11455.0
Fairfax Behaviroal Heath Everett,Snohomish,,667,PROSTATECTOMY W/O CC/MCC,6078.0
Fairfax Behaviroal Heath Everett,Snohomish,,668,TRANSURETHRAL PROCEDURES W MCC,18055.0
Fairfax Behaviroal Heath Everett,Snohomish,,669,TRANSURETHRAL PROCEDURES W CC,10009.0
Fairfax Behaviroal Heath Everett,Snohomish,,670,TRANSURETHRAL PROCEDURES W/O CC/MCC,6337.0
Fairfax Behaviroal Heath Everett,Snohomish,,671,URETHRAL PROCEDURES W CC/MCC,11834.0
Fairfax Behaviroal Heath Everett,Snohomish,,673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,23147.0
Fairfax Behaviroal Heath Everett,Snohomish,,674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,15827.0
Fairfax Behaviroal Heath Everett,Snohomish,,675,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,10568.0
Fairfax Behaviroal Heath Everett,Snohomish,,682,RENAL FAILURE W MCC,9570.0
Fairfax Behaviroal Heath Everett,Snohomish,,683,RENAL FAILURE W CC,5810.0
Fairfax Behaviroal Heath Everett,Snohomish,,684,RENAL FAILURE W/O CC/MCC,3984.0
Fairfax Behaviroal Heath Everett,Snohomish,,686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,11371.0
Fairfax Behaviroal Heath Everett,Snohomish,,687,KIDNEY & URINARY TRACT NEOPLASMS W CC,6816.0
Fairfax Behaviroal Heath Everett,Snohomish,,688,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,4994.0
Fairfax Behaviroal Heath Everett,Snohomish,,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,7243.0
Fairfax Behaviroal Heath Everett,Snohomish,,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5121.0
Fairfax Behaviroal Heath Everett,Snohomish,,693,URINARY STONES W MCC,8763.0
Fairfax Behaviroal Heath Everett,Snohomish,,694,URINARY STONES W/O MCC,4794.0
Fairfax Behaviroal Heath Everett,Snohomish,,695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,7591.0
Fairfax Behaviroal Heath Everett,Snohomish,,696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,4399.0
Fairfax Behaviroal Heath Everett,Snohomish,,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,10481.0
Fairfax Behaviroal Heath Everett,Snohomish,,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,6687.0
Fairfax Behaviroal Heath Everett,Snohomish,,700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,4803.0
Fairfax Behaviroal Heath Everett,Snohomish,,707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,12108.0
Fairfax Behaviroal Heath Everett,Snohomish,,708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,9402.0
Fairfax Behaviroal Heath Everett,Snohomish,,711,TESTES PROCEDURES W CC/MCC,13878.0
Fairfax Behaviroal Heath Everett,Snohomish,,713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,9467.0
Fairfax Behaviroal Heath Everett,Snohomish,,714,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,5927.0
Fairfax Behaviroal Heath Everett,Snohomish,,715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,13834.0
Fairfax Behaviroal Heath Everett,Snohomish,,716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,9490.0
Fairfax Behaviroal Heath Everett,Snohomish,,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,11424.0
Fairfax Behaviroal Heath Everett,Snohomish,,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,7896.0
Fairfax Behaviroal Heath Everett,Snohomish,,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",11687.0
Fairfax Behaviroal Heath Everett,Snohomish,,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",7171.0
Fairfax Behaviroal Heath Everett,Snohomish,,725,BENIGN PROSTATIC HYPERTROPHY W MCC,8129.0
Fairfax Behaviroal Heath Everett,Snohomish,,726,BENIGN PROSTATIC HYPERTROPHY W/O MCC,4952.0
Fairfax Behaviroal Heath Everett,Snohomish,,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,9242.0
Fairfax Behaviroal Heath Everett,Snohomish,,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,5196.0
Fairfax Behaviroal Heath Everett,Snohomish,,734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",14193.0
Fairfax Behaviroal Heath Everett,Snohomish,,735,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",8898.0
Fairfax Behaviroal Heath Everett,Snohomish,,736,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,27979.0
Fairfax Behaviroal Heath Everett,Snohomish,,737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,12867.0
Fairfax Behaviroal Heath Everett,Snohomish,,738,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,8929.0
Fairfax Behaviroal Heath Everett,Snohomish,,739,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",24247.0
