drg_code,hospital_size,county,name,price
C8930,Large,Cowlitz,"Ultrasound Of Heart, With Contrast, Or Without Contrast Followed By With Contrast , During Rest And Cardiovascular Stress Test, With Continuous Electrocardiographic Monitoring",3897.0
0297T,Large,Cowlitz,Analysis And Report Of External Ekg Recording For More Than 48 Hours Up To 21 Days,600.0
33208,Large,Cowlitz,Insertion Of Permanent Pacemaker,55650.0
33228,Large,Cowlitz,Removal/Replacement Of Lead Pacemaker,34578.0
33249,Large,Cowlitz,Insertion Or Replacement Pacing Device,172687.0
33263,Large,Cowlitz,"Removal And Replacement Of Defibrillator Pulse Generator, Dual Lead",69289.0
33264,Large,Cowlitz,"Removal And Replacement Of Defibrillator Pulse Generator, Multi Lead",96568.0
93660,Large,Cowlitz,Evaluation Of Heart Function Using Tilt Table,2853.0
90471,Large,Cowlitz,"Administration Of Vaccine , Initial",337.0
96360,Large,Cowlitz,Hydration Infusion Into A Vein 31 Minutes To 1 Hour,726.0
96365,Large,Cowlitz,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",726.0
96366,Large,Cowlitz,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis",203.0
96372,Large,Cowlitz,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",221.0
96374,Large,Cowlitz,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",561.0
96377,Large,Cowlitz,Application Of On-Body Injector For Injection Under Skin,133.0
C8957,Large,Cowlitz,"Intravenous Infusion (More Than 8 Hours), Requiring Use Of Portable Or Implantable Pump ",2030.0
70544,Large,Cowlitz,Mri Scan Of Head Blood Vessels Without Contrast,3449.0
70551,Large,Cowlitz,Mri Scan Brain Withoug Contrast,3449.0
70553,Large,Cowlitz,Mri Scan Brain Without And Then With Contrasst,6308.0
72141,Large,Cowlitz,Mri Scan Cervical Spine Without Contrast,3449.0
72146,Large,Cowlitz,Mri Scan Thoracic Spine Without Contrast,3449.0
72148,Large,Cowlitz,Mri Scan Lumbar Spine Without Contrast,3277.0
72156,Large,Cowlitz,Mri Scan Of Cervical Spine Before And After Contrast,6640.0
72158,Large,Cowlitz,Mri Scan Of Lumbar Spine Before And After Contrast,6640.0
72195,Large,Cowlitz,Mri Scan Of Pelvis Without Contrast,3449.0
72197,Large,Cowlitz,Mri Scan Of Pelvis Before And After Contrast,6640.0
73221,Large,Cowlitz,Mri Scan Arm Joint Without Contrast,3449.0
73718,Large,Cowlitz,Mri Scan Of Leg Without Contrast,3449.0
73721,Large,Cowlitz,Mri Scan Of Leg Joint Without Contrast,3277.0
74183,Large,Cowlitz,Mri Scan Of Abdomen Before And After Contrast,6640.0
C8908,Large,Cowlitz,Mri Both Breasts Before And After Contrast,3423.0
77065,Large,Cowlitz,Diagnostic Mammography Of One Breasts With Computer Aided Detection,626.0
77066,Large,Cowlitz,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,802.0
77067,Large,Cowlitz,Screening Mammography Of Both Breasts With Computer Aided Detection,662.0
59025,Large,Cowlitz,Fetal Non-Stress Test,1725.0
58661,Large,Cowlitz,Removal Of Ovaries And/Or Tubes Using An Endoscope,1690.0
59820,Large,Cowlitz,Treatment Of First Trimester Missed Abortion,7504.0
93922,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Arms And Legs,487.0
93923,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Arms And Legs,958.0
93924,Large,Cowlitz,Ultrasound Study Of Arteries Of Both Legs At Rest And Exercise,1239.0
78227,Large,Cowlitz,"Nuclear Imaging Of Liver And Bile Duct System, With Pharmaceutical",2566.0
78264,Large,Cowlitz,Nuclear Imaging Stomach Emptying Study,1991.0
78306,Large,Cowlitz,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,1626.0
78315,Large,Cowlitz,"Nuclear Imaging Bone And/Or Joint Imaging, 3 Phase Study",1991.0
78452,Large,Cowlitz,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,6925.0
78608,Large,Cowlitz,Nuclear Imaging Pet Study Brain With Metabolic Evaluation,8171.0
78803,Large,Cowlitz,Nuclear Imaging Study Of Radioactive Material Distribution,4909.0
36415,Large,Cowlitz,Lab Blood Draw,35.0
36430,Large,Cowlitz,Lab Blood Transfusion,3437.0
80048,Large,Cowlitz,"Lab Blood Test, Total Calcium",109.0
80053,Large,Cowlitz,"Lab Blood Test, Comprehensive Metabolic Panel",46.0
80061,Large,Cowlitz,Lab Blood Test Lipid,43.0
80069,Large,Cowlitz,Lab Blood Test Kidney Function,31.0
80076,Large,Cowlitz,Lab Blood Test Liver Function,36.0
81001,Large,Cowlitz,Lab Automated Urinalysis Test With Examination Using Microscope,54.0
81002,Large,Cowlitz,"Lab Urinalysis, Manual Test",25.0
81003,Large,Cowlitz,Lab Automated Urinalysis Test Without Microspcope,53.0
81025,Large,Cowlitz,Lab Urine Pregnancy Test,49.0
83036,Large,Cowlitz,Lab Hemoglobin A1C Level,69.0
83690,Large,Cowlitz,Lab Lipase (Fat Enzyme) Level,130.0
84153,Large,Cowlitz,"Lab Prostate Specific Antigen Measurement, Total",114.0
84154,Large,Cowlitz,"Lab Prostate Specific Antigen Measurement, Free",260.0
84443,Large,Cowlitz,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",56.0
85025,Large,Cowlitz,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test With Wbc Diff",99.0
85027,Large,Cowlitz,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test",80.0
85610,Large,Cowlitz,Lab Prothrombin Time,85.0
85730,Large,Cowlitz,"Lab Thromboplastin Time, Partial (Ptt), Plasma Or Whole Bld",31.0
86870,Large,Cowlitz,Lab Identification Of Red Blood Cell Antibodies,821.0
86900,Large,Cowlitz,Lab Blood Group Typing (Abo),335.0
86902,Large,Cowlitz,"Lab Screening Test For Compatible Blood Unit, Antigen Test Donor Blood",864.0
86923,Large,Cowlitz,Lab Blood Unit Compatibility Test Electric,815.0
87641,Large,Cowlitz,"Lab Detection Test For Staphylococcus Aureus, Methicillin Resistant (Mrsa Bacteria)",145.0
88307,Large,Cowlitz,"Lab Pathology Examination Of Tissue Using A Microscope, Moderately High Complexity",1545.0
99195,Large,Cowlitz,Lab Therapeutic Drawing of blood for a medical problem,600.0
78815,Large,Cowlitz,"Nuclear Imaging Pet Study With Ct Imaging, Skull Base To Mid-Thigh",8171.0
78816,Large,Cowlitz,"Nuclear Imaging Pet Study With Ct Imaging, Whole Body",8171.0
92611,Large,Cowlitz,Fluoroscopic And Video Recorded Motion Evaluation Of Swallowing Function,610.0
97110,Large,Cowlitz,"Therapeutic Exercise To Develop Strength, Endurance, Range Of Motion, And Flexibility,",110.0
33285,Large,Cowlitz,Insertion Of Heart Rhythm Monitor Under Skin,25914.0
36556,Large,Cowlitz,Insertion Of Non-Tunneled Central Venous Catheter >5 Yrs,7346.0
36558,Large,Cowlitz,Insertion Tunneled Central Venous Catheter Without Port Or Pump,12010.0
36561,Large,Cowlitz,Insertion Tunneled Central Venous Catheter With Port Or Pump,9764.0
36590,Large,Cowlitz,Removal Tunneled Central Venous Catheter With Port Or Pump,5293.0
36901,Large,Cowlitz,"Insertion Of Needle And/Or Catheter Into Dialysis Circuit, With Imaging Including Radiological Supervision And Interpretation",5296.0
36902,Large,Cowlitz,Insertion Catheter Into Dialysis Circuit,18646.0
37236,Large,Cowlitz,"Insertion Of Intravascular Stents In Artery (Except Lower Extremity, Cervical Carotid, Extracranial Vertebral Or Intrathoracic Carotid, Intracranial, Or Coronary), Open Or Accessed Through The Skin, With Radiological Supervision And Interpretation ",30457.0
37248,Large,Cowlitz,"Transluminal Balloon Angioplasty (Except Dialysis Circuit), Open Or Percutaneous, Including All Imaging And Radiological Supervision And Interpretation Necessary To Perform The Angioplasty Within The Same Vein; Initial Vein ",18646.0
C9600,Large,Cowlitz,"Percutaneous Transcatheter Placement Of Drug Eluting Intracoronary Stent(S), With Coronary Angioplasty When Performed; Single Major Coronary Artery Or Branch",54466.0
G0297,Large,Cowlitz,Cat Scan For Lung Cancer Screening,164.0
47000,Large,Cowlitz,"Needle Biopsy Of Liver, Accessed Through The Skin",8290.0
49083,Large,Cowlitz,"Drainage Of Fluid From Abdominal Cavity, With Imaging Guidance",8852.0
19081,Large,Cowlitz,"Biopsy Breast, With Stereo Guidance, First Sample",8290.0
19083,Large,Cowlitz,"Biopsy Breast, With Ultrasound Guidance, First Sample",8290.0
38221,Large,Cowlitz,Needle Or Trocar Bone Marrow Biopsy,8290.0
12001,Large,Cowlitz,"Repair Of Wound (2.5 Centimeters Or Less) Of The Scalp, Neck, Underarms, Trunk, Arms",2296.0
12002,Large,Cowlitz,"Repair Of Wound (2.6 To 7.5 Centimeters) Of The Scalp, Neck, Underarms, Genitals, Trunk, Arms And/Or Legs",2050.0
12011,Large,Cowlitz,"Repair Of Wound (2.5 Centimeters Or Less) Of The Face, Ears, Eyelids, Nose, Lips, And/Or",2296.0
20610,Large,Cowlitz,"Major Joint Aspiration And/Or Injection, Hip, Knee Or Shoulder",1504.0
62270,Large,Cowlitz,Spinal Tap For Diagnosis,6961.0
62321,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Upper Or Middle Back Using Imaging Guidance,2717.0
62322,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum,2717.0
62323,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum Using Imaging Guidance,1946.0
64400,Large,Cowlitz,Injection Of Anesthetic Agent Trigeminal Nerve,3223.0
64450,Large,Cowlitz,"Injection Of Anesthetic Agent, Other Peripheral Nerve Or Branch",6961.0
64483,Large,Cowlitz,"Injection(S), Anesthetic Agent And/Or Steroid, Transforaminal Epidural, With Imaging Guidance (Fluoroscopy Or Ct); Lumbar Or Sacral, Single Level",3193.0
64493,Large,Cowlitz,"Injections Of Lower Or Sacral Spine Facet Joint Using Imaging Guidance, Single Level",3361.0
94060,Large,Cowlitz,"Measurement And Graphic Recording Of The Amount And Speed Of Breathed Air, Before And Following Medication Administration",1421.0
94640,Large,Cowlitz,Respiratory Inhaled Pressure Or Nonpressure Treatment To Relieve Airway Obstruction Or For Sputum Specimen,544.0
94644,Large,Cowlitz,"Respiratory Inhaled Aerosol Treatment To Relieve Airway Obstruction, First Hour ",446.0
94660,Large,Cowlitz,Initiation And Management Of Continued Pressured Respiratory Assistance By Mask Or Breathing Tube ,603.0
94664,Large,Cowlitz,Collection And Analysis Of Exhaled Air For Evaluation Of Lung Function During Rest And,544.0
94668,Large,Cowlitz,Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions ,302.0
94726,Large,Cowlitz,Determination Of Lung Volumes Using Plethysmography,895.0
77295,Large,Cowlitz,"Radiation Oncology Management Of Radiation Therapy, 3D",11169.0
77301,Large,Cowlitz,Radiation Oncology Management Of Modulation Radiotherapy Planning,9333.0
77334,Large,Cowlitz,Radiation Oncology Radiation Treatment Devices,1916.0
77338,Large,Cowlitz,Radiation Oncology Design And Construction Of Device For Radiation Therapy,1813.0
77373,Large,Cowlitz,Radiation Oncology Stereotactic Body Radiation Therapy 1 Or More Lesions Using Imaging Guidance,8523.0
77385,Large,Cowlitz,"Radiation Oncology Radiation Therapy Delivery, Simple",2274.0
77386,Large,Cowlitz,"Radiation Oncology Radiation Therapy Delivery, Complex",3462.0
77412,Large,Cowlitz,Radiation Oncology Radiation Treatment Delivery 1 Mev >= Complex,1454.0
77470,Large,Cowlitz,Radiation Oncology Special Radiation Treatment Procedure,2928.0
70360,Large,Cowlitz,X-Ray Neck,384.0
71045,Large,Cowlitz,"X-Ray Of Chest, 1 View",395.0
71046,Large,Cowlitz,"X-Ray Of Chest, 2 Vies",386.0
71100,Large,Cowlitz,"X-Ray Ribs 1 Side, 2 Views",384.0
71101,Large,Cowlitz,"X-Ray Ribs 1 Side, 3 Or More Views",602.0
72040,Large,Cowlitz,"X-Ray Cervical Spine, 2 To 3 Views",442.0
72050,Large,Cowlitz,"X-Ray Cervical Spine, 4 To 5 Views",729.0
72070,Large,Cowlitz,"X-Ray Thoracic Spine, 2 Views",799.0
72072,Large,Cowlitz,"X-Ray Thoracic Spine, 3 Views",799.0
72080,Large,Cowlitz,"X-Ray Thoracolumbar Spine, 2 Or More Views",384.0
72082,Large,Cowlitz,"X-Ray Entire Spine, 2 To 3 Views",602.0
72100,Large,Cowlitz,"X-Ray Lumbosacral Spine, 2 To 3 Views",799.0
72110,Large,Cowlitz,"X-Ray Lumbosacral Spine, 4 Or More Views",759.0
72170,Large,Cowlitz,"X-Ray Pelvis, 1 To 2 Views",799.0
72220,Large,Cowlitz,"X-Ray Pelvis, 2 Or More Views",442.0
73000,Large,Cowlitz,X-Ray Collar Bone,384.0
73020,Large,Cowlitz,"X-Ray Shoulder, 1 View",442.0
73030,Large,Cowlitz,"X-Ray Shoulder, 2 Or More Views",442.0
73060,Large,Cowlitz,"X-Ray Upper Arm, 2 Views",442.0
73070,Large,Cowlitz,"X-Ray Elbow, 2 Views",333.0
73080,Large,Cowlitz,"X-Ray Elbow, 3 Or More Views",442.0
73090,Large,Cowlitz,"X-Ray Forearm, 2 Views",384.0
73100,Large,Cowlitz,"X-Ray Wrist, 2 Views",442.0
73110,Large,Cowlitz,"X-Ray Wrist, 3 Or Mor Views",442.0
73130,Large,Cowlitz,"X-Ray Hand, 3 Or More Views",442.0
73140,Large,Cowlitz,"X-Ray Finger, 2 Or More Views",384.0
73502,Large,Cowlitz,"X-Ray Hip And Pelvis, 2 To 3 Views",489.0
73522,Large,Cowlitz,"X-Ray Hips And Pelvis, 3 To 4 Views",634.0
73523,Large,Cowlitz,"X-Ray Hips And Pelvis, 5 Plus Views",793.0
73552,Large,Cowlitz,"X-Ray Femur, 2 Or More Views",442.0
73560,Large,Cowlitz,X-Ray Knee 1 Or 2 Views,442.0
73562,Large,Cowlitz,X-Ray Knee 3 Views,442.0
73564,Large,Cowlitz,X-Ray Knee 4 Or More Views,799.0
73565,Large,Cowlitz,X-Ray Knee Bilateral Standing,442.0
73590,Large,Cowlitz,"X-Ray Lower Leg, 2 Views",384.0
73600,Large,Cowlitz,"X-Ray Ankle, 2 Views",333.0
73610,Large,Cowlitz,"X-Ray Ankle, 3 Or More Views",384.0
73620,Large,Cowlitz,"X-Ray Foot, 2 Views",384.0
73630,Large,Cowlitz,"X-Ray Foot, 3 Or More Views",442.0
73660,Large,Cowlitz,"X-Ray Toes, 2 Or More Views",384.0
74018,Large,Cowlitz,"X-Ray Of Abdomen, 1 View",368.0
74019,Large,Cowlitz,"X-Ray Of Abdomen, 2 Vies",697.0
74230,Large,Cowlitz,X-Ray Throat And/Or Esophagus,634.0
76000,Large,Cowlitz,"X-Ray Imaging Guidance For Procedure, Up To 1 Hour",1234.0
76010,Large,Cowlitz,"X-Ray Imaging From Nose To Rectum, Single View, Child",483.0
77077,Large,Cowlitz,"X-Ray Imaging Of 2 Or More Joints, Single View",634.0
77080,Large,Cowlitz,X-Ray Bone Density Measurement Using Dedicated X-Ray Machine,602.0
77085,Large,Cowlitz,"X-Ray Bone Density Measurement, Axial Using Dedicated X-Ray Machine",594.0
95806,Large,Cowlitz,Diagnostic Test For Sleep Disorder,958.0
95810,Large,Cowlitz,Sleep Monitoring Of Patient In Sleep Lab,4930.0
95811,Large,Cowlitz,Sleep Monitoring Of Patient (6 Years Or Older) In Sleep Lab,6344.0
90832,Large,Cowlitz,"Psychotherapy, 30 Minutes With Patient And/Or Family Member ",209.0
90834,Large,Cowlitz,"Psychotherapy, 45 Minutes With Patient And/Or Family Member ",274.0
90837,Large,Cowlitz,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",404.0
90846,Large,Cowlitz,Family Psychotherapy With Out Patient,261.0
90847,Large,Cowlitz,Family Psychotherapy Including Patient,271.0
90853,Large,Cowlitz,Group Psychotherapy,73.0
99203,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",304.0
99204,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",455.0
99205,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",601.0
99243,Large,Cowlitz,"Patient Office Consultation, Typically 40 Minutes",323.0
99244,Large,Cowlitz,"Patient Office Consultation, Typically 60 Minutes",482.0
99385,Large,Cowlitz,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,358.0
99386,Large,Cowlitz,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,413.0
96125,Medium,Skagit,"Standardized Thought Processing Testing, Interpretation, And Report Per Hour",413.0
96401,Medium,Skagit,Non-Hormonal Anti-Neoplastic Chemotherapy Beneath The Skin Or Into Muscle,397.0
96402,Medium,Skagit,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath The Skin Or Into Muscle,172.0
96409,Medium,Skagit,Infusion Of Chemotherapy Into A Vein Using Push Technique,529.0
96413,Medium,Skagit,Infusion Of Chemotherapy Into A Vein Up To 1 Hour,870.0
96416,Medium,Skagit,Prolonged Chemotherapy Infusion Into A Vein By Portable Or Implanted Pump More Than 8,839.0
96523,Medium,Skagit,Irrigation Of Implanted Venous Access Drug Delivery Device,148.0
70450,Medium,Skagit,Ct Scan Head Or Brain Without Contrast,2015.0
70470,Medium,Skagit,Ct Scan Head Or Brain Before And After Contrast,2594.0
70486,Medium,Skagit,Ct Scan Of Face Without Contrast,2794.0
70487,Medium,Skagit,Ct Scan Of Face With Contrast,3407.0
70490,Medium,Skagit,Ct Scan Of Neck Without Contrast,2638.0
70491,Medium,Skagit,Ct Scan Of Neck With Contrast,3259.0
71250,Medium,Skagit,Ct Scan Chest Without Contrast,2587.0
71260,Medium,Skagit,Ct Scan Chest With Contrast,3260.0
71275,Medium,Skagit,Ct Scan Of Blood Vessels In Chest,5010.0
72125,Medium,Skagit,Ct Scan Of Cervical Spine Without Contrast,2639.0
72128,Medium,Skagit,Ct Scan Thoracic Spine Without Contrast,2607.0
72131,Medium,Skagit,Ct Scan Of Lumbar Spine Without Contrast,2594.0
72192,Medium,Skagit,Ct Scan Of Pelvis Without Contrast,2024.0
72193,Medium,Skagit,Ct Scan Pelvis With Contrast,3313.0
73200,Medium,Skagit,Ct Scan Of Arm Without Contrast,2587.0
73700,Medium,Skagit,Ct Scan Leg Without Contrast,2598.0
73701,Medium,Skagit,Ct Scan Leg With Contrast Injection,3264.0
74150,Medium,Skagit,Ct Scan Abdomen Without Contrast,2029.0
74160,Medium,Skagit,Ct Scan Abdomen With Contrast,3323.0
74170,Medium,Skagit,Ct Scan Abdomen Before And After Contrast,3882.0
74176,Medium,Skagit,Ct Scan Of Abdomen And Pelvis Without Contrast,3040.0
74177,Medium,Skagit,Ct Scan Of Abdomen And Pelvis With Contrast,4082.0
74178,Medium,Skagit,Ct Scan Abdomen And Pelvis Before And After Contrast,4799.0
76536,Medium,Skagit,Ultrasound Of Head And Neck,902.0
76604,Medium,Skagit,Ultrasound Of Chest,605.0
76641,Medium,Skagit,"Ultrasound Of Breast, Complete",668.0
76642,Medium,Skagit,"Ultrasound Of Breast, Limited Area",534.0
76700,Medium,Skagit,"Ultrasound Abdomen, Complete",986.0
76705,Medium,Skagit,"Ultrasound Abdomen, Limited Area",779.0
76770,Medium,Skagit,Ultrasound Behind Abdominal Cavity,946.0
76801,Medium,Skagit,Ultrasound Of Pregnant Uterus,664.0
76805,Medium,Skagit,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",994.0
76811,Medium,Skagit,"Ultrasound Pregnant Uterus, Detailed, Single Or First Fetus",1060.0
76815,Medium,Skagit,"Ultrasound Pregnant Uterus, Limited, 1 Or More Feutses",594.0
76816,Medium,Skagit,"Ultrasound Pregnant Uterus, Re-Evaluation Per Fetus",778.0
76830,Medium,Skagit,"Ultrasound Pelvis, Vaginal Approach",585.0
76856,Medium,Skagit,"Ultrasound Pelvis, Complete, Non Pregnant",891.0
76870,Medium,Skagit,Ultrasound Of Scrotum,897.0
76881,Medium,Skagit,"Ultrasound Of Leg Or Arm, Complete",873.0
76882,Medium,Skagit,"Ultrasound Of Leg Or Arm, Limited Area",209.0
93880,Medium,Skagit,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1232.0
93925,Medium,Skagit,Ultrasound Study Of Arteries And Arterial Grafts Of Both Legs,1589.0
93970,Medium,Skagit,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1544.0
93971,Medium,Skagit,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,961.0
93975,Medium,Skagit,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1702.0
93979,Medium,Skagit,"Ultrasound Scan Of Blood Flow Of Aorta, Vena Cava, Bypass Graphs, Or One Side Of The Groin Or Limited Scan",836.0
92960,Medium,Skagit,Electric Cardioversion External,1665.0
93005,Medium,Skagit,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",232.0
93017,Medium,Skagit,Cardiovascular Stress Test Monitoring With Intrepretation And Report,644.0
93306,Medium,Skagit,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2187.0
93308,Medium,Skagit,Follow-Up Or Limited Ultrasound Examination Of Heart,676.0
C8924,Medium,Skagit,"Transthoracic Echocardiography With Contrast, Or Without Contrast Followed By With Contrast, Without Spectral Or Color Doppler Echocardiography, Follow-Up",1289.0
C8929,Medium,Skagit,"Ultrasound Of Heart, With Contrast, Or Without Contrast Followed By With Contrast, Including Color-Depicted Blood Flow Rate, Direction, And Valve Function  With Contrast",1564.0
96365,Medium,Skagit,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",589.0
96372,Medium,Skagit,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",132.0
96374,Medium,Skagit,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",316.0
70544,Medium,Skagit,Mri Scan Of Head Blood Vessels Without Contrast,4238.0
70549,Medium,Skagit,Mri Scan Of Neck Blood Vessels Before And After Contrast,6423.0
70551,Medium,Skagit,Mri Scan Brain Withoug Contrast,3849.0
70553,Medium,Skagit,Mri Scan Brain Without And Then With Contrasst,4894.0
72141,Medium,Skagit,Mri Scan Cervical Spine Without Contrast,3073.0
72146,Medium,Skagit,Mri Scan Thoracic Spine Without Contrast,3218.0
72148,Medium,Skagit,Mri Scan Lumbar Spine Without Contrast,3010.0
72157,Medium,Skagit,Mri Scan Of Thoracic Spine Before And After Contrast,4427.0
72158,Medium,Skagit,Mri Scan Of Lumbar Spine Before And After Contrast,4776.0
72195,Medium,Skagit,Mri Scan Of Pelvis Without Contrast,3805.0
72197,Medium,Skagit,Mri Scan Of Pelvis Before And After Contrast,5068.0
73221,Medium,Skagit,Mri Scan Arm Joint Without Contrast,2627.0
73222,Medium,Skagit,Mri Scan Of Arm Joint With Contrast,3859.0
73223,Medium,Skagit,Mri Scan Of Arm Joint Before And After Contrast,4722.0
73718,Medium,Skagit,Mri Scan Of Leg Without Contrast,3741.0
73720,Medium,Skagit,Mri Scan Of Leg Before And After Contrast,5099.0
73721,Medium,Skagit,Mri Scan Of Leg Joint Without Contrast,2463.0
74183,Medium,Skagit,Mri Scan Of Abdomen Before And After Contrast,5088.0
77065,Medium,Skagit,Diagnostic Mammography Of One Breasts With Computer Aided Detection,831.0
77066,Medium,Skagit,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,590.0
77067,Medium,Skagit,Screening Mammography Of Both Breasts With Computer Aided Detection,480.0
78227,Medium,Skagit,"Nuclear Imaging Of Liver And Bile Duct System, With Pharmaceutical",5141.0
78264,Medium,Skagit,Nuclear Imaging Stomach Emptying Study,2820.0
78306,Medium,Skagit,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,2391.0
78452,Medium,Skagit,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,4630.0
78472,Medium,Skagit,"Nuclear Imaging Study Of Heart Wall Motion At Rest Or Stress With Evaluation Of Blood Ejection From Heart, Single Study",1629.0
78582,Medium,Skagit,Nuclear Imaging Study Lung Perfusion And Ventilation,3680.0
36415,Medium,Skagit,Lab Blood Draw,56.0
36430,Medium,Skagit,Lab Blood Transfusion,1155.0
36591,Medium,Skagit,Lab Blood Draw Cvc / Vad,186.0
36592,Medium,Skagit,Lab Blood Collection From Established Picc,154.0
36593,Medium,Skagit,Lab Declotting Infusion Of Central Venous,775.0
80048,Medium,Skagit,"Lab Blood Test, Total Calcium",136.0
80053,Medium,Skagit,"Lab Blood Test, Comprehensive Metabolic Panel",187.0
80061,Medium,Skagit,Lab Blood Test Lipid,160.0
80069,Medium,Skagit,Lab Blood Test Kidney Function,106.0
80076,Medium,Skagit,Lab Blood Test Liver Function,87.0
80158,Medium,Skagit,Lab Cyclosporine Level,230.0
80202,Medium,Skagit,Lab Vancomycin Level,250.0
80307,Medium,Skagit,Lab Drug Test Prsmv Chem Anlyzr,236.0
81001,Medium,Skagit,Lab Automated Urinalysis Test With Examination Using Microscope,50.0
81003,Medium,Skagit,Lab Automated Urinalysis Test Without Microspcope,58.0
81206,Medium,Skagit,Lab Translocation Analysis (Bcr/Abl1) Minor Breakpoint,463.0
81219,Medium,Skagit,"Lab Gene Analysis (Calreticulin), Common Variants",554.0
81256,Medium,Skagit,Lab Gene Analysis (Hemochromatosis) Common Variants,385.0
81270,Medium,Skagit,Lab Gene Analysis (Janus Kinase 2) Variant,420.0
82043,Medium,Skagit,Lab Urine Microalbumin (Protein) Level,256.0
82306,Medium,Skagit,Lab Vitamin D-3 Level,180.0
82378,Medium,Skagit,Lab Carcinoembryonic Antigen (Cea) Protein Level,67.0
82565,Medium,Skagit,Lab Blood Creatinine Level,161.0
82607,Medium,Skagit,Lab Cyanocobalamin (Vitamin B-12) Level,123.0
82728,Medium,Skagit,Lab Ferritin (Blood Protein) Level,106.0
82746,Medium,Skagit,"Lab Folic Acid Level, Serum",174.0
82747,Medium,Skagit,"Lab Folic Acid Level, Red Blood Count",131.0
82784,Medium,Skagit,"Lab Gammaglobulin (Immune System Protein) Measurement, Iga,Igd,Igg,Igm,Ea",120.0
82947,Medium,Skagit,Lab Blood Glucose (Sugar) Level,68.0
83010,Medium,Skagit,Lab Haptoglobin (Serum Protein) Level,164.0
83516,Medium,Skagit,Lab Analysis Of Substance Using Immunoassay Technique,1056.0
83550,Medium,Skagit,Lab Iron Binding Capacity,135.0
83735,Medium,Skagit,Lab Magnesium Level,99.0
83880,Medium,Skagit,Lab Natriuretic Peptide (Heart And Blood Vessel Protein) Level,448.0
83883,Medium,Skagit,"Lab Nephelometry, Test Method Using Light",123.0
83921,Medium,Skagit,Lab Organic Acid Level,271.0
83970,Medium,Skagit,Lab Parathormone (Parathyroid Hormone) Level,379.0
83993,Medium,Skagit,Lab Stool Calprotectin (Protein) Level,582.0
84153,Medium,Skagit,"Lab Prostate Specific Antigen Measurement, Total",109.0
84154,Medium,Skagit,"Lab Prostate Specific Antigen Measurement, Free",277.0
84403,Medium,Skagit,"Lab Testosterone (Hormone) Level, Total",287.0
84443,Medium,Skagit,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",167.0
84481,Medium,Skagit,"Lab Thyroid Hormone, Ft-3 Measurement",174.0
84484,Medium,Skagit,"Lab Troponin (Protein) Analysis, Quant",260.0
84702,Medium,Skagit,"Lab Gonadotropin, Chorionic (Reproductive Hormone) Level",118.0
84703,Medium,Skagit,Lab Gonadotropin (Reproductive Hormone) Analysis,142.0
